VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,CPUs,Memory,NICs,Disks,min Required EVC Mode Key,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,Backup Status,com.vrlcm.snapshot,Domain,Last Backup,latency.enforceCpuMin,Server Shutdown for DECOM,Server_Role,SRM-com.vmware.vcDr:::protected,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,Virtual_Machine,SAP,Operation Status,DeployedBy,GRID,Service Level,VSA Backup Application,Environment,Backup,Application,VROPS TAG,VI SDK Server,VI SDK UUID,vCenter,OS Effective,Cleaned OS,Exclusion Reason
hoelpsfshr23,poweredOn,False,False,green,hoelpsfshr23,connected,running,green,False,2023-06-22 01:20:17,,1969-12-31 21:00:00,2024-08-24 23:17:25,2,8192,1,3,intel-haswell,normal,,,,HOE PROD 01 - HOE-4006,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO091_LabLan_NTAP/Resources,,,True,notConfigured,gray,-1,-1,358410,5444,5433,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,10,none,never,,[HOE_CLO91_NFS_DS_006] hoelpsfshr23/hoelpsfshr23.vmx,[HOE_CLO91_NFS_DS_006] hoelpsfshr23/,[HOE_CLO91_NFS_DS_006] hoelpsfshr23/,[HOE_CLO91_NFS_DS_006] hoelpsfshr23/,,,,,,,,,,HOEDCO02,HOE_Production_CLO091_LabLan_NTAP,hoevhs874.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-386710,5032d152-05a5-6172-db4e-5e87bef81648,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,,,,,,,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELPSMSNX10,poweredOn,False,False,green,hoelpsmsnx10,connected,running,green,False,2024-07-29 10:10:54,,1969-12-31 21:00:00,2024-10-10 03:41:31,4,8192,1,2,intel-broadwell,normal,,True,,HCF_VDS03-Cloud-VM-432,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,593921,22721,22720,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,10,none,never,,[HCFNCS09_04_HCF_CL006_NFS_DS_004] HOELPSMSNX10/HOELPSMSNX10.vmx,[HCFNCS09_04_HCF_CL006_NFS_DS_004] HOELPSMSNX10/,[HCFNCS09_04_HCF_CL006_NFS_DS_004] HOELPSMSNX10/,[HCFNCS09_04_HCF_CL006_NFS_DS_004] HOELPSMSNX10/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc120.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-58587,5032fc6f-3bc3-7516-eaaa-057d72993b78,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELPSQEDM03,poweredOn,False,False,green,hoelpsqedm03,connected,running,green,False,2024-07-13 14:13:32,,1969-12-31 21:00:00,2024-07-19 16:48:25,2,8192,1,4,intel-haswell,normal,True,True,,HCF_VDS01-VM-418,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO111_GP_SYMM-REP-31/Resources,,,True,notConfigured,gray,-1,-1,409600,150811,150810,medium,shutdown,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,10,none,never,,[HCF_PROD_CLO111_GP_NTAP_DS_03] HOELPSQEDM03/HOELPSQEDM03.vmx,[HCF_PROD_CLO111_GP_NTAP_DS_03] HOELPSQEDM03/,[HCF_PROD_CLO111_GP_NTAP_DS_03] HOELPSQEDM03/,[HCF_PROD_CLO111_GP_NTAP_DS_03] HOELPSQEDM03/,,,,,9/5/2018 5:45:56 AM,,,,,HOEDCO02,HCF_PROD_CLO111_GP_SYMM-REP-31,hcfvhs11.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-8929,502a80f2-2bd8-305d-0528-b4514188760f,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,SQL Server,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8,
hoelpssnap01.na.site.local,poweredOn,False,False,green,hoelpssnap01.na.site.local,connected,running,green,False,2024-07-27 17:22:52,,1969-12-31 21:00:00,2024-10-09 23:23:34,4,4096,1,1,intel-haswell,normal,,,,HCF_VDS01-VM-419,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO071_GP_NTAP/Resources,,,True,notConfigured,gray,-1,-1,102400,34979,34978,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,13,none,never,,[HOE_CLO71_NFS_DS_002] hoelpssnap01.na.site.local/hoelpssnap01.na.site.local.vmx,[HOE_CLO71_NFS_DS_002] hoelpssnap01.na.site.local/,[HOE_CLO71_NFS_DS_002] hoelpssnap01.na.site.local/,[HOE_CLO71_NFS_DS_002] hoelpssnap01.na.site.local/,,,,,,,,,,HOEDCO02,HOE_Production_CLO071_GP_NTAP,hoevhs711.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-602974,5032521e-1ed0-a03f-1a50-12800b1442cc,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8,
HOELPSTDMZ01,poweredOn,False,False,green,hoelpstdmz01.sitedmz.local,connected,running,green,False,2024-03-08 00:49:08,,1969-12-31 21:00:00,2024-03-08 00:49:08,8,32768,1,3,intel-haswell,normal,True,True,,HOE_PROD_5.5_02 - ShrSvc-DMZ-3521,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO075_DMZ_NTAP/Resources,,,True,notConfigured,gray,-1,-1,1568864,1568864,1536000,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,9,none,never,,[HOE_CLO75_DS_NTP_01] HOELPSTDMZ01/HOELPSTDMZ01.vmx,[HOE_CLO75_DS_NTP_01] HOELPSTDMZ01/,[HOE_CLO75_DS_NTP_01] HOELPSTDMZ01/,[HOE_CLO75_DS_NTP_01] HOELPSTDMZ01/,,"Backup Job ID [62124585]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [VSA_GRID_HOUSTON_CLO75_NTP_01_&_04]",,,10/10/2024 1:22:49 AM,,,,,HOEDCO02,HOE_Production_CLO075_DMZ_NTAP,hoevhs805.sitedmz.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-62771,502a59a2-61d6-d199-67cf-ee8566f4f16e,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,DMZ_VM,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8,
HOELPTXSAP01,poweredOn,False,False,green,hoelptxsap01,connected,running,green,False,2024-09-21 16:27:12,,1969-12-31 21:00:00,2024-10-08 22:15:19,2,16384,1,3,intel-broadwell,normal,,,,HCF_VDS03-Cloud-VM-419,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,381027,62485,62385,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,13,none,never,,[HCF_CLO006_PMAX-NTAP-RRE-TAXWARE_DS02] HOELPTXSAP01/HOELPTXSAP01.vmx,[HCF_CLO006_PMAX-NTAP-RRE-TAXWARE_DS02] HOELPTXSAP01/,[HCF_CLO006_PMAX-NTAP-RRE-TAXWARE_DS02] HOELPTXSAP01/,[HCF_CLO006_PMAX-NTAP-RRE-TAXWARE_DS02] HOELPTXSAP01/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc217.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-547860,5032834b-804d-6746-4451-ae614c8bb919,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,CyberCritical,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSISWMS40,poweredOn,False,False,green,hoelsiswms40.na.site.local,connected,running,green,False,2024-07-18 09:25:52,,1969-12-31 21:00:00,2024-08-21 08:31:02,4,65536,1,3,intel-nehalem,normal,,True,,HCF_VDS01-VM-419-CAMPUS,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372824,372824,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,13,none,never,,[HOE_Production_CLO86_DS_NETAPP_12] HOELSISWMS40/HOELSISWMS40.vmx,[HOE_Production_CLO86_DS_NETAPP_12] HOELSISWMS40/,[HOE_Production_CLO86_DS_NETAPP_12] HOELSISWMS40/,[HOE_Production_CLO86_DS_NETAPP_12] HOELSISWMS40/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs835.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-25889,5032cbdc-15b3-19d3-b2cb-29b2d8e4c274,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSISWMS41,poweredOn,False,False,green,hoelsiswms41.na.site.local,connected,running,green,False,2024-07-18 09:25:40,,1969-12-31 21:00:00,2024-09-28 06:14:45,4,65536,1,3,intel-nehalem,normal,,True,,HCF_VDS01-VM-419-CAMPUS,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372824,372824,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,13,none,never,,[HOE_Production_CLO86_DS_NETAPP_11] HOELSISWMS41/HOELSISWMS41.vmx,[HOE_Production_CLO86_DS_NETAPP_11] HOELSISWMS41/,[HOE_Production_CLO86_DS_NETAPP_11] HOELSISWMS41/,[HOE_Production_CLO86_DS_NETAPP_11] HOELSISWMS41/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs839.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-25890,503238e5-8519-1eeb-493d-ecb485616f36,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSISWMS42,poweredOn,False,False,green,hoeldiswms01.na.site.local,connected,running,green,False,2024-07-18 10:34:01,,1969-12-31 21:00:00,2023-12-19 14:20:28,4,65536,1,3,intel-haswell,normal,,True,,HCF_VDS01-VM-419-CAMPUS,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372821,372821,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,19,success,never,,[HOE_Production_CLO86_DS_NETAPP_01] HOELSISWMS42/HOELSISWMS42.vmx,[HOE_Production_CLO86_DS_NETAPP_01] HOELSISWMS42/,[HOE_Production_CLO86_DS_NETAPP_01] HOELSISWMS42/,[HOE_Production_CLO86_DS_NETAPP_01] HOELSISWMS42/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs833.na.site.local,Red Hat Enterprise Linux 6 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-15263,502adcc4-3452-e0d5-4cff-797c31c68d2b,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSISWMS45,poweredOn,False,False,green,hoelsiswms45.na.site.local,connected,running,green,False,2024-07-18 09:26:01,,1969-12-31 21:00:00,2023-08-09 04:30:26,4,65536,1,3,intel-nehalem,normal,,True,,HCF_VDS01-VM-419-CAMPUS,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372822,372822,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,13,none,never,,[HOE_Production_CLO86_DS_NETAPP_07] HOELSISWMS45/HOELSISWMS45.vmx,[HOE_Production_CLO86_DS_NETAPP_07] HOELSISWMS45/,[HOE_Production_CLO86_DS_NETAPP_07] HOELSISWMS45/,[HOE_Production_CLO86_DS_NETAPP_07] HOELSISWMS45/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs836.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-25888,50321880-b25b-fa98-d523-a13983cbcd46,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSRGWMS42,poweredOn,False,False,green,hoelsrgwms42.sitedmz.local,connected,running,green,False,2024-07-18 10:13:10,,1969-12-31 21:00:00,2024-08-12 15:54:04,2,8192,2,4,intel-cascadelake,normal,True,True,,HOE_VDS_02_DMZ - APP-DMZ-3027-eBusiness_II,HOE_VDS_02_DMZ - APP-DMZ-3228-eBusiness_II,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO012_DMZ_NTAP/Resources,,,True,notConfigured,gray,-1,-1,571478,571478,563200,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,9,none,never,,[HCF_CLO012_NTAP_DS05] HOELSRGWMS42/HOELSRGWMS42.vmx,[HCF_CLO012_NTAP_DS05] HOELSRGWMS42/,[HCF_CLO012_NTAP_DS05] HOELSRGWMS42/,[HCF_CLO012_NTAP_DS05] HOELSRGWMS42/,,"Backup Job ID [50746440]  Client: [hoevms150_VSA], Backup Set: [defaultBackupSet], Subclient: [HCF_CLO012_NTAP_DS_03]",,,4/7/2022 7:51:37 AM,,,,,HOEDCO02,HCF_PROD_CLO012_DMZ_NTAP,hoevhs636.sitedmz.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-42311,50322431-c1d9-2800-cd3e-66b4b31bf6e1,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,DMZ_VM,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSSQEDM03,poweredOn,False,False,green,hoelssqedm03,connected,running,green,False,2023-06-30 07:44:21,,1969-12-31 21:00:00,2024-10-09 01:38:45,2,8192,1,2,intel-broadwell,normal,True,True,,HCF_VDS03-Cloud-VM-421,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,204826,60233,60206,medium,shutdown,vmMonitoringDisabled,,,False,10000,10000,False,False,bios,10,none,never,,[HCFNCS04_04_CLO73_NFS_HOESQL702] HOELSSQEDM03/HOELSSQEDM03.vmx,[HCFNCS04_04_CLO73_NFS_HOESQL702] HOELSSQEDM03/,[HCFNCS04_04_CLO73_NFS_HOESQL702] HOELSSQEDM03/,[HCFNCS04_04_CLO73_NFS_HOESQL702] HOELSSQEDM03/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc314.na.site.local,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-8930,502a49f2-8f74-f661-5027-d237728c54d8,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,SQL Server,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8,
HOELSUMWMSW4,poweredOn,False,False,green,hoelsumwmsw4.na.site.local,connected,running,green,False,2024-07-18 09:47:35,,1969-12-31 21:00:00,2024-09-12 06:42:07,2,65536,3,3,intel-haswell,normal,,True,,HCF_VDS01-VM-419-CAMPUS,HCF_VDS01-VM-412,HCF_VDS01-VM-419-CAMPUS,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372822,372822,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,19,success,never,,[HOE_Production_CLO86_DS_NETAPP_05] HOELSUMWMSW4/HOELSUMWMSW4.vmx,[HOE_Production_CLO86_DS_NETAPP_05] HOELSUMWMSW4/,[HOE_Production_CLO86_DS_NETAPP_05] HOELSUMWMSW4/,[HOE_Production_CLO86_DS_NETAPP_05] HOELSUMWMSW4/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs839.na.site.local,Red Hat Enterprise Linux 6 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-15252,502a539c-b971-2965-7f32-77bfd693a2ef,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
HOELSUMWMSW5,poweredOn,False,False,green,hoelsumwmsw5.na.site.local,connected,running,gray,False,2024-10-08 09:54:19,,1969-12-31 21:00:00,2024-10-08 13:02:58,2,65536,3,3,intel-haswell,normal,,True,,HCF_VDS01-VM-419-CAMPUS,HCF_VDS01-VM-412,HCF_VDS01-VM-419-CAMPUS,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO086_GP_NTAP_REP-19/Resources,,,True,notConfigured,gray,-1,-1,372822,372822,307200,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,bios,19,none,never,,[HOE_Production_CLO86_DS_NETAPP_15] HOELSUMWMSW5/HOELSUMWMSW5.vmx,[HOE_Production_CLO86_DS_NETAPP_15] HOELSUMWMSW5/,[HOE_Production_CLO86_DS_NETAPP_15] HOELSUMWMSW5/,[HOE_Production_CLO86_DS_NETAPP_15] HOELSUMWMSW5/,,,,,,,,,,HOEDCO02,HOE_Production_CLO086_GP_NTAP_REP-19,hoevhs838.na.site.local,Red Hat Enterprise Linux 6 (64-bit),Red Hat Enterprise Linux 7 (64-bit),vm-15297,502acf82-08ae-46a8-d25f-aff478321eae,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Red Hat Enterprise Linux 7 (64-bit),Red Hat Enterprise Linux 7,
hoematest309,poweredOn,False,False,green,hoematest309.NA.site.local,connected,running,green,False,2024-09-18 19:12:15,,2023-04-14 09:29:26,2024-10-10 03:19:26,16,65536,1,2,intel-haswell,normal,True,,,HCF_VDS03-Cloud-VM-411,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO019_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,204838,38554,38515,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,success,never,,[HCF_PROD_CLO019_NFS_DS_006] hoematest309/hoematest309.vmx,[HCF_PROD_CLO019_NFS_DS_006] hoematest309/,[HCF_PROD_CLO019_NFS_DS_006] hoematest309/,[HCF_PROD_CLO019_NFS_DS_006] hoematest309/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO019_GP_NTAPF,hcfvhc133.na.site.local,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-2284324,503248a6-1bc5-2d42-1544-64f27fae21df,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,ServiceNow,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022,
HOEMFS01,poweredOn,False,False,green,HOEMFS01.LABLAN.local,connected,running,green,False,2024-09-26 08:44:00,,2024-06-27 05:37:37,2024-08-11 13:13:34,2,4096,1,3,intel-haswell,normal,True,,,HOE PROD 01 - HOE-4009,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO091_LabLan_NTAP/Resources,,,True,notConfigured,gray,-1,-1,122881,29476,29474,medium,none,vmMonitoringDisabled,,,False,0,10000,False,False,efi,18,none,never,,[HOE_CLO91_NFS_DS_005] HOEMFS01/HOEMFS01.vmx,[HOE_CLO91_NFS_DS_005] HOEMFS01/,[HOE_CLO91_NFS_DS_005] HOEMFS01/,[HOE_CLO91_NFS_DS_005] HOEMFS01/,,,,,,,,,,HOEDCO02,HOE_Production_CLO091_LabLan_NTAP,hoevhs874.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2436572,5032e3a1-9b04-f9a9-f757-5b27d011729a,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEMFS02,poweredOn,False,False,green,HOEMFS02.MFG.LABLAN.local,connected,running,green,False,2024-09-12 04:59:56,,2024-06-27 05:49:39,2024-08-11 13:15:09,2,4096,1,3,intel-haswell,normal,True,,,HOE PROD 01 - HOE-4009,,,,,,,,1,8192,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO091_LabLan_NTAP/Resources,,,True,notConfigured,gray,-1,-1,122881,29992,29990,medium,none,vmMonitoringDisabled,,,False,0,10000,True,False,efi,18,none,never,,[HOE_CLO91_NFS_DS_005] hoemfs02/hoemfs02.vmx,[HOE_CLO91_NFS_DS_005] hoemfs02/,[HOE_CLO91_NFS_DS_005] hoemfs02/,[HOE_CLO91_NFS_DS_005] hoemfs02/,,,,,,,,,,HOEDCO02,HOE_Production_CLO091_LabLan_NTAP,hoevhs874.na.site.local,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019 (64-bit),vm-2436573,5032520c-8b27-9a72-8e85-0f6adfa2ff27,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Development,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2019 (64-bit),Microsoft Windows Server 2019,
HOEMHM04,poweredOn,False,False,green,HOEMHM04.NA.site.local,connected,running,green,False,2024-09-28 21:49:12,,1969-12-31 21:00:00,2024-10-10 07:24:40,2,8192,1,4,intel-broadwell,normal,True,,,HCF_VDS03-Cloud-VM-603-Fannin-Overlay,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HCF_PROD_CLO006_GP_NTAPF/Resources,,,True,notConfigured,gray,-1,-1,349485,333032,333030,medium,none,vmMonitoringDisabled,,,False,1000,10000,False,False,bios,18,success,never,,[HCFNCS09_01_HCF_CL006_NFS_DS_001] HOEMHM03EOL/HOEMHM03EOL.vmx,[HCFNCS09_01_HCF_CL006_NFS_DS_001] HOEMHM03EOL/,[HCFNCS09_01_HCF_CL006_NFS_DS_001] HOEMHM03EOL/,[HCFNCS09_01_HCF_CL006_NFS_DS_001] HOEMHM03EOL/,,,,,,,,,,HOEDCO02,HCF_PROD_CLO006_GP_NTAPF,hcfvhc219.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-380277,5032a51f-919b-79d1-249c-74d638eda394,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 2,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
HOEMIC03,poweredOn,False,False,green,HOEMIC03.LABLAN.local,connected,running,green,False,2024-09-28 21:10:22,,1969-12-31 21:00:00,2024-06-28 05:09:40,8,16384,1,3,intel-haswell,normal,True,,,HOE PROD 01-HOE-4006,,,,,,,,1,4096,/North America/USA/Houston/HOEDCO02/HOE_Production_CLO091_LabLan_NTAP/Resources,,,True,notConfigured,gray,-1,-1,718743,633162,633156,medium,none,vmMonitoringDisabled,,,False,10000,10000,False,False,efi,18,success,never,,[HOE_CLO91_NFS_DS_005] HOEMIC03/HOEMIC03.vmx,[HOE_CLO91_NFS_DS_005] HOEMIC03/,[HOE_CLO91_NFS_DS_005] HOEMIC03/,[HOE_CLO91_NFS_DS_005] HOEMIC03/,,,,,,,,,,HOEDCO02,HOE_Production_CLO091_LabLan_NTAP,hoevhs874.na.site.local,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-861672,50320ed6-d991-939c-0953-b5ad4f1752a9,VMware vCenter Server 7.0.3 build-24026615,7.0.3.0,,,Operational,,,Tier 3,,Production,,,,hoevms150.na.site.local,c540dd63-982e-4a14-a9d6-c6f25fef3db2,houston,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016,
